ms_since_boot,temp_C,press_Pa # long run op 4 sept
208779,25.19,1010.84
209590,25.12,1010.85
210401,25.12,1010.85
211212,25.12,1010.82
212023,25.19,1010.84
212834,25.12,1010.82
213645,25.12,1010.84
214455,25.12,1010.84
215266,25.12,1010.85
216080,25.12,1010.84
216891,25.12,1010.85
217701,25.12,1010.83
218512,25.19,1010.85
219323,25.12,1010.81
220134,25.12,1010.83
220945,25.12,1010.84
221755,25.12,1010.85
222566,25.12,1010.83
223377,25.12,1010.81
224188,25.12,1010.85
224999,25.12,1010.87
225809,25.12,1010.86
226620,25.12,1010.84
227431,25.12,1010.86
228242,25.12,1010.85
229053,25.12,1010.83
229864,25.12,1010.84
230675,25.12,1010.84
231485,25.12,1010.87
232296,25.12,1010.86
233107,25.12,1010.84
233918,25.12,1010.85
234732,25.12,1010.88
235543,25.12,1010.84
236354,25.12,1010.85
237165,25.12,1010.88
237976,25.12,1010.85
238786,25.12,1010.85
239597,25.12,1010.85
240408,25.12,1010.87
241219,25.12,1010.85
242030,25.12,1010.84
242841,25.12,1010.87
243652,25.12,1010.83
244462,25.12,1010.84
245273,25.12,1010.87
246084,25.12,1010.84
246895,25.06,1010.84
247706,25.12,1010.84
248517,25.12,1010.81
249328,25.06,1010.85
250139,25.12,1010.87
250949,25.12,1010.85
251760,25.06,1010.87
252571,25.06,1010.85
253385,25.06,1010.86
254196,25.06,1010.90
255007,25.06,1010.86
255818,25.06,1010.86
256628,25.06,1010.86
257439,25.06,1010.89
258250,25.06,1010.87
259061,25.12,1010.88
259872,25.06,1010.88
260683,25.06,1010.91
261493,25.06,1010.87
262304,25.06,1010.87
263115,25.06,1010.90
263926,25.06,1010.89
264737,25.06,1010.84
265547,25.06,1010.85
266358,25.06,1010.87
267169,25.06,1010.84
267980,25.06,1010.90
268791,25.06,1010.87
269602,25.06,1010.90
270412,25.06,1010.88
271223,25.06,1010.88
272034,25.06,1010.89
272848,25.06,1010.86
273659,25.06,1010.90
274470,25.06,1010.88
275281,25.06,1010.91
276092,25.06,1010.89
276903,25.06,1010.90
277713,25.06,1010.88
278524,25.06,1010.89
279335,25.06,1010.90
280146,25.06,1010.91
280956,25.06,1010.90
281767,25.06,1010.87
282578,25.06,1010.89
283389,25.06,1010.91
284199,25.06,1010.90
285010,25.06,1010.87
285821,25.06,1010.91
286631,25.06,1010.90
287442,25.06,1010.91
288253,25.06,1010.91
289064,25.06,1010.94
289874,25.06,1010.89
290685,25.06,1010.91
291499,25.06,1010.90
292309,25.06,1010.91
293120,25.06,1010.93
293931,25.06,1010.90
294741,25.06,1010.93
295552,25.06,1010.89
296363,25.06,1010.91
297173,25.06,1010.91
297984,25.06,1010.90
298795,25.06,1010.91
299605,25.06,1010.92
300416,25.06,1010.91
301227,25.00,1010.93
302037,25.06,1010.92
302848,25.00,1010.96
303659,25.06,1010.93
304469,25.00,1010.90
305280,25.00,1010.94
306091,25.00,1010.91
306901,25.00,1010.92
307712,25.00,1010.91
308523,25.00,1010.94
309333,25.06,1010.96
310147,25.00,1010.92
310958,25.06,1010.91
311769,25.00,1010.92
312580,25.06,1010.95
313391,25.06,1010.95
314202,25.00,1010.91
315013,25.00,1010.92
315824,25.00,1010.91
316635,25.00,1010.91
317446,25.00,1010.92
318257,25.00,1010.93
319068,25.00,1010.91
319879,25.00,1010.96
320690,25.00,1010.94
321501,25.00,1010.92
322312,25.00,1010.95
323123,25.00,1010.94
323934,25.00,1010.91
324745,25.00,1010.92
325556,25.00,1010.88
326367,25.00,1010.93
327178,25.00,1010.92
327989,25.00,1010.91
328803,25.00,1010.90
329614,25.00,1010.92
330425,25.00,1010.93
331236,25.00,1010.95
332047,25.00,1010.94
332858,25.00,1010.93
333669,25.00,1010.93
334480,25.00,1010.92
335291,25.00,1010.93
336102,25.00,1010.93
336913,25.00,1010.94
337724,25.00,1010.92
338535,25.00,1010.94
339346,25.00,1010.95
340157,25.00,1010.95
340968,25.00,1010.96
341779,25.00,1010.96
342590,25.00,1011.00
343401,25.00,1010.96
344212,25.00,1010.95
345023,25.00,1010.95
345834,25.00,1010.97
346645,25.00,1010.99
347456,25.00,1010.93
348271,25.00,1010.96
349082,25.00,1010.94
349893,25.00,1010.95
350704,25.00,1010.98
351515,25.00,1010.96
352326,25.00,1010.96
353137,25.00,1010.98
353948,25.00,1010.93
354759,25.00,1010.94
355570,25.00,1010.97
356381,25.00,1010.96
357192,25.00,1010.96
358003,25.00,1010.94
358814,25.00,1010.96
359625,25.00,1010.95
360436,25.00,1010.97
361247,25.00,1010.96
362059,25.00,1010.96
362870,25.00,1010.98
363681,25.00,1010.95
364492,25.00,1010.97
365303,25.00,1010.96
366114,25.00,1010.97
366928,25.00,1011.00
367739,25.00,1010.99
368550,25.00,1010.97
369362,25.00,1010.96
370173,25.00,1010.97
370984,24.94,1010.95
371795,25.00,1010.98
372606,25.00,1010.96
373417,24.94,1010.97
374228,25.00,1010.98
375039,25.00,1010.96
375850,24.94,1010.98
376661,24.94,1010.95
377472,25.00,1010.99
378283,24.94,1011.00
379094,25.00,1010.97
379906,24.94,1010.97
380717,25.00,1010.98
381528,25.00,1010.95
382339,25.00,1010.97
383150,25.00,1010.98
383961,24.94,1010.97
384772,25.00,1010.95
385587,24.94,1010.93
386398,24.94,1010.97
387209,24.94,1010.95
388020,24.94,1010.97
388831,24.94,1010.96
389643,24.94,1010.98
390454,24.94,1010.97
391265,24.94,1010.95
392076,24.94,1010.96
392887,24.94,1010.97
393698,24.94,1010.97
394510,24.94,1010.95
395321,24.94,1010.97
396132,24.94,1010.96
396943,24.94,1010.95
397754,24.94,1010.96
398565,24.94,1010.95
399376,24.94,1010.98
400188,24.94,1010.98
400999,24.94,1010.96
401810,24.94,1010.98
402621,24.94,1010.96
403432,24.94,1010.95
404243,24.94,1011.00
405052,24.94,1010.96
405863,24.94,1010.97
406674,24.94,1010.95
407486,24.94,1010.96
408297,24.94,1010.95
409108,24.94,1010.98
409919,24.94,1010.99
410730,24.94,1010.99
411541,24.94,1010.97
412352,24.94,1011.00
413163,24.94,1010.96
413975,24.94,1010.98
414786,24.94,1010.97
415597,24.94,1010.99
416408,24.94,1010.94
417219,24.94,1010.93
418030,24.94,1010.95
418841,24.94,1010.98
419652,24.94,1010.96
420463,24.94,1010.98
421274,24.94,1010.97
422086,24.94,1010.94
422897,24.94,1010.98
423711,24.94,1010.94
424522,24.94,1010.97
425333,24.94,1010.94
426144,24.94,1010.97
426956,24.94,1010.95
427767,24.94,1010.99
428578,24.94,1010.97
429389,24.94,1010.98
430200,24.94,1010.95
431011,24.94,1010.99
431822,24.94,1010.97
432633,24.94,1011.02
433444,24.94,1010.97
434256,24.94,1010.99
435067,24.94,1011.00
435878,24.94,1010.97
436689,24.94,1010.98
437500,24.94,1010.97
438311,24.94,1011.00
439122,24.94,1010.96
439933,24.94,1011.00
440744,24.94,1010.96
441555,24.94,1010.94
442369,24.94,1010.96
443180,24.94,1010.99
443991,24.94,1010.98
444802,24.94,1011.01
445613,24.94,1011.01
446424,24.94,1010.98
447235,24.94,1010.97
448046,24.94,1010.98
448857,24.94,1011.00
449668,24.94,1011.00
450479,24.94,1010.97
451290,24.94,1011.00
452101,24.94,1011.00
452912,24.94,1010.97
453723,24.94,1010.98
454534,24.94,1011.00
455345,24.94,1010.96
456156,24.94,1011.01
456967,24.94,1011.02
457778,24.94,1011.00
458589,24.94,1011.00
459400,24.94,1011.00
460211,24.94,1010.99
461025,24.94,1010.99
461836,24.94,1010.98
462647,24.94,1010.99
463458,24.94,1010.98
464270,24.94,1010.99
465081,24.94,1011.00
465892,24.94,1011.02
466703,24.94,1011.02
467515,24.94,1010.96
468326,24.94,1011.01
469137,24.94,1010.99
469948,24.94,1010.99
470760,24.94,1010.97
471571,24.94,1011.01
472382,24.94,1010.97
473194,24.87,1010.98
474005,24.94,1010.97
474816,24.94,1011.00
475628,24.94,1011.00
476439,24.94,1011.00
477250,24.94,1010.99
478061,24.94,1011.00
478873,24.94,1011.01
479684,24.94,1011.02
480499,24.94,1011.02
481310,24.94,1011.01
482121,24.87,1011.03
482933,24.94,1011.01
483744,24.94,1010.98
484555,24.94,1011.03
485367,24.94,1010.99
486178,24.94,1010.98
486990,24.94,1010.98
487801,24.94,1011.04
488612,24.94,1011.02
489423,24.94,1011.01
490235,24.94,1011.01
491046,24.94,1010.99
491857,24.94,1011.01
492668,24.94,1011.04
493480,24.94,1010.99
494291,24.94,1011.03
495102,24.94,1011.02
495914,24.87,1011.03
496725,24.87,1011.01
497536,24.87,1011.01
498347,24.94,1011.04
499162,24.87,1011.02
499973,24.94,1011.03
500785,24.94,1011.03
501596,24.94,1011.02
502407,24.94,1011.01
503219,24.87,1011.00
504030,24.87,1011.04
504841,24.87,1011.01
505653,24.87,1011.05
506464,24.87,1011.01
507275,24.94,1011.02
508087,24.94,1011.01
508898,24.94,1011.04
509709,24.94,1011.04
510521,24.94,1011.02
511332,24.87,1011.04
512143,24.94,1011.03
512955,24.94,1011.04
513766,24.87,1011.03
514577,24.87,1011.03
515389,24.87,1011.02
516200,24.87,1011.03
517011,24.87,1011.06
517826,24.87,1011.05
518638,24.94,1011.02
519449,24.94,1011.03
520260,24.87,1011.03
521071,24.94,1011.03
521883,24.94,1011.07
522694,24.94,1011.05
523505,24.87,1011.09
524317,24.87,1011.06
525128,24.87,1011.04
525939,24.94,1011.07
526751,24.87,1011.04
527562,24.87,1011.05
528373,24.87,1011.02
529185,24.87,1011.03
529996,24.87,1011.03
530807,24.87,1011.04
531619,24.87,1011.03
532430,24.87,1011.04
533242,24.87,1011.07
534053,24.87,1011.06
534864,24.94,1011.06
535676,24.87,1011.08
536491,24.87,1011.04
537302,24.87,1011.08
538113,24.87,1011.05
538925,24.94,1011.05
539736,24.94,1011.05
540548,24.87,1011.06
541359,24.87,1011.03
542170,24.87,1011.08
542982,24.87,1011.09
543793,24.87,1011.05
544605,24.87,1011.08
545416,24.87,1011.02
546227,24.87,1011.07
547039,24.87,1011.10
547850,24.87,1011.09
548662,24.87,1011.08
549473,24.87,1011.07
550284,24.87,1011.08
551096,24.87,1011.06
551907,24.87,1011.07
552719,24.94,1011.08
553530,24.87,1011.08
554341,24.87,1011.05
555153,24.87,1011.04
555968,24.87,1011.05
556779,24.87,1011.06
557590,24.87,1011.09
558402,24.87,1011.07
559213,24.87,1011.08
560025,24.87,1011.10
560836,24.87,1011.09
561647,24.87,1011.07
562459,24.87,1011.10
563270,24.87,1011.08
564082,24.87,1011.08
564893,24.87,1011.11
565704,24.87,1011.09
566516,24.87,1011.07
567327,24.87,1011.09
568138,24.87,1011.09
568950,24.87,1011.08
569761,24.87,1011.09
570572,24.87,1011.07
571384,24.87,1011.07
572195,24.87,1011.05
573006,24.87,1011.11
573818,24.87,1011.06
574632,24.87,1011.05
575444,24.87,1011.09
576255,24.87,1011.07
577067,24.87,1011.09
577878,24.87,1011.08
578689,24.87,1011.06
579501,24.87,1011.08
580312,24.87,1011.07
581124,24.87,1011.07
581935,24.87,1011.08
582755,24.87,1011.09
583566,24.87,1011.07
584377,24.87,1011.08
585189,24.87,1011.09
586000,24.87,1011.08
586811,24.87,1011.08
587623,24.87,1011.08
588434,24.87,1011.09
589245,24.87,1011.09
590057,24.87,1011.05
590868,24.87,1011.07
591679,24.87,1011.11
592490,24.87,1011.07
593305,24.87,1011.10
594116,24.87,1011.09
594927,24.87,1011.09
595738,24.87,1011.09
596550,24.87,1011.09
597361,24.87,1011.10
598172,24.87,1011.09
598983,24.87,1011.09
599795,24.87,1011.08
600606,24.87,1011.05
601417,24.87,1011.11
602228,24.87,1011.10
603040,24.87,1011.10
603851,24.87,1011.10
604662,24.87,1011.09
605474,24.87,1011.11
606285,24.87,1011.08
607096,24.87,1011.09
607907,24.87,1011.10
608719,24.87,1011.11
609530,24.87,1011.11
610341,24.87,1011.06
611153,24.87,1011.13
611964,24.87,1011.10
612773,24.87,1011.11
613584,24.87,1011.09
614396,24.87,1011.11
615207,24.87,1011.11
616018,24.87,1011.08
616830,24.87,1011.09
617641,24.87,1011.09
618453,24.87,1011.09
619265,24.87,1011.07
620076,24.87,1011.09
620888,24.87,1011.09
621699,24.87,1011.09
622511,24.87,1011.09
623322,24.87,1011.10
624134,24.87,1011.09
624946,24.87,1011.09
625757,24.87,1011.10
626569,24.87,1011.09
627380,24.87,1011.12
628192,24.87,1011.11
629003,24.87,1011.11
629815,24.87,1011.11
630627,24.87,1011.11
631442,24.87,1011.09
632253,24.87,1011.10
633065,24.87,1011.11
633877,24.87,1011.12
634688,24.87,1011.05
635500,24.87,1011.11
636312,24.87,1011.10
637123,24.87,1011.09
637935,24.87,1011.11
638747,24.87,1011.12
639558,24.87,1011.09
640370,24.87,1011.13
641181,24.87,1011.11
641993,24.87,1011.07
642804,24.87,1011.11
643616,24.87,1011.10
644428,24.87,1011.10
645239,24.87,1011.09
646051,24.87,1011.12
646862,24.87,1011.10
647674,24.87,1011.13
648485,24.87,1011.13
649297,24.87,1011.10
650112,24.87,1011.10
650924,24.87,1011.09
651735,24.87,1011.08
652547,24.87,1011.12
653358,24.87,1011.12
654170,24.87,1011.09
654982,24.87,1011.12
655793,24.87,1011.09
656605,24.87,1011.08
657416,24.87,1011.11
658228,24.87,1011.10
659040,24.87,1011.11
659851,24.87,1011.08
660663,24.87,1011.09
661474,24.87,1011.09
662286,24.87,1011.08
663098,24.87,1011.04
663909,24.87,1011.10
664721,24.87,1011.10
665532,24.87,1011.09
666344,24.87,1011.10
667156,24.87,1011.09
667967,24.87,1011.10
668783,24.87,1011.12
669594,24.87,1011.13
670406,24.87,1011.10
671218,24.87,1011.09
672029,24.87,1011.09
672841,24.87,1011.10
673652,24.87,1011.07
674464,24.87,1011.11
675276,24.87,1011.11
676087,24.87,1011.12
676899,24.87,1011.10
677710,24.87,1011.12
678522,24.87,1011.12
679334,24.87,1011.07
680145,24.87,1011.12
680957,24.87,1011.12
681769,24.87,1011.08
682580,24.87,1011.10
683392,24.87,1011.11
684204,24.87,1011.10
685015,24.87,1011.11
685827,24.87,1011.08
686639,24.87,1011.08
687450,24.87,1011.11
688266,24.87,1011.09
689077,24.87,1011.10
689889,24.87,1011.10
690700,24.87,1011.10
691512,24.87,1011.10
692324,24.87,1011.11
693135,24.87,1011.10
693947,24.87,1011.11
694759,24.87,1011.10
695570,24.87,1011.09
696382,24.87,1011.10
697194,24.87,1011.10
698005,24.87,1011.14
698817,24.87,1011.12
699629,24.87,1011.11
700440,24.87,1011.14
701252,24.87,1011.14
702064,24.87,1011.09
702875,24.87,1011.14
703687,24.87,1011.09
704499,24.87,1011.12
705310,24.87,1011.11
706122,24.87,1011.13
706937,24.87,1011.11
707749,24.87,1011.12
708561,24.87,1011.12
709372,24.87,1011.10
710184,24.87,1011.10
710996,24.87,1011.14
711807,24.87,1011.13
712619,24.87,1011.08
713431,24.87,1011.12
714242,24.87,1011.13
715054,24.87,1011.10
715866,24.87,1011.14
716677,24.87,1011.16
717489,24.87,1011.13
718300,24.87,1011.12
719112,24.87,1011.11
719924,24.87,1011.12
720735,24.87,1011.14
721547,24.87,1011.12
722358,24.87,1011.15
723170,24.87,1011.13
723982,24.87,1011.13
724793,24.87,1011.15
725609,24.87,1011.13
726420,24.87,1011.16
727232,24.87,1011.14
728044,24.87,1011.15
728855,24.87,1011.13
729667,24.87,1011.17
730479,24.87,1011.14
731290,24.87,1011.16
732102,24.87,1011.13
732914,24.87,1011.14
733725,24.87,1011.12
734537,24.87,1011.15
735349,24.87,1011.11
736160,24.87,1011.16
736972,24.87,1011.14
737783,24.87,1011.16
738595,24.87,1011.14
739406,24.87,1011.16
740218,24.87,1011.20
741029,24.87,1011.15
741841,24.87,1011.15
742653,24.87,1011.13
743464,24.87,1011.17
744279,24.87,1011.16
745090,24.87,1011.12
745902,24.87,1011.15
746713,24.87,1011.14
747525,24.87,1011.16
748336,24.87,1011.16
749148,24.87,1011.16
749959,24.87,1011.17
750771,24.87,1011.15
751582,24.87,1011.19
752394,24.87,1011.12
753205,24.87,1011.19
754017,24.87,1011.16
754828,24.87,1011.16
755640,24.87,1011.16
756451,24.87,1011.17
757263,24.87,1011.17
758075,24.87,1011.19
758886,24.87,1011.16
759698,24.87,1011.20
760509,24.87,1011.19
761321,24.87,1011.17
762132,24.87,1011.16
762944,24.87,1011.17
763759,24.87,1011.16
764569,24.87,1011.17
765379,24.87,1011.18
766190,24.87,1011.16
767000,24.87,1011.17
767811,24.87,1011.18
768621,24.87,1011.18
769431,24.87,1011.14
770242,24.87,1011.20
771052,24.87,1011.19
771863,24.87,1011.16
772673,24.87,1011.18
773484,24.87,1011.19
774294,24.87,1011.18
775105,24.87,1011.21
775915,24.87,1011.16
776726,24.87,1011.19
777536,24.87,1011.21
778347,24.87,1011.17
779157,24.87,1011.20
779968,24.87,1011.18
780778,24.87,1011.18
781589,24.87,1011.16
782402,24.87,1011.21
783213,24.87,1011.21
784023,24.87,1011.19
784834,24.87,1011.18
785645,24.87,1011.19
786455,24.87,1011.24
787266,24.87,1011.19
788076,24.87,1011.18
788887,24.87,1011.18
789698,24.87,1011.20
790508,24.87,1011.18
791319,24.87,1011.21
792129,24.87,1011.22
792940,24.87,1011.22
793750,24.87,1011.22
794561,24.87,1011.21
795371,24.87,1011.22
796182,24.87,1011.19
796992,24.87,1011.19
797803,24.87,1011.17
798613,24.87,1011.23
799424,24.87,1011.19
800234,24.87,1011.21
801048,24.87,1011.20
801858,24.87,1011.21
802669,24.87,1011.22
803479,24.87,1011.24
804290,24.87,1011.21
805100,24.87,1011.20
805911,24.87,1011.21
806722,24.87,1011.21
807532,24.87,1011.19
808343,24.87,1011.21
809153,24.87,1011.17
809964,24.87,1011.25
810774,24.87,1011.20
811585,24.87,1011.21
812396,24.87,1011.20
813206,24.81,1011.24
814017,24.87,1011.17
814827,24.87,1011.20
815638,24.87,1011.23
816448,24.87,1011.22
817259,24.87,1011.22
818069,24.87,1011.19
818880,24.87,1011.22
819690,24.87,1011.23
820498,24.87,1011.22
821309,24.87,1011.20
822120,24.87,1011.22
822930,24.87,1011.22
823741,24.87,1011.21
824551,24.87,1011.22
825362,24.87,1011.22
826172,24.87,1011.26
826983,24.87,1011.24
827793,24.87,1011.22
828604,24.87,1011.21
829415,24.87,1011.23
830225,24.87,1011.20
831036,24.87,1011.25
831846,24.87,1011.18
832657,24.87,1011.23
833468,24.87,1011.22
834278,24.87,1011.27
835089,24.87,1011.22
835899,24.87,1011.25
836710,24.87,1011.22
837520,24.87,1011.21
838331,24.87,1011.21
839145,24.87,1011.25
839955,24.87,1011.26
840766,24.87,1011.26
841576,24.87,1011.24
842387,24.87,1011.24
843198,24.87,1011.27
844008,24.87,1011.25
844819,24.87,1011.27
845629,24.87,1011.23
846440,24.87,1011.25
847251,24.87,1011.25
848061,24.87,1011.26
848872,24.87,1011.26
849682,24.87,1011.23
850493,24.87,1011.26
851304,24.87,1011.25
852114,24.87,1011.24
852925,24.87,1011.26
853735,24.87,1011.25
854546,24.87,1011.27
855357,24.87,1011.23
856167,24.87,1011.30
856978,24.87,1011.27
857791,24.87,1011.24
858602,24.87,1011.23
859412,24.87,1011.27
860223,24.87,1011.26
861034,24.87,1011.28
861844,24.87,1011.26
862655,24.87,1011.22
863465,24.87,1011.25
864276,24.87,1011.27
865087,24.87,1011.27
865897,24.87,1011.25
866708,24.87,1011.27
867518,24.87,1011.24
868329,24.87,1011.28
869140,24.87,1011.23
869950,24.87,1011.28
870761,24.87,1011.29
871571,24.87,1011.26
872382,24.87,1011.28
873192,24.87,1011.27
874003,24.87,1011.27
874814,24.87,1011.25
875624,24.87,1011.26
876438,24.87,1011.22
877248,24.87,1011.26
878059,24.87,1011.29
878870,24.87,1011.29
879680,24.87,1011.28
880491,24.87,1011.26
881301,24.87,1011.27
882112,24.87,1011.29
882923,24.87,1011.29
883733,24.87,1011.28
884544,24.87,1011.28
885354,24.87,1011.28
886165,24.87,1011.30
886976,24.87,1011.29
887786,24.87,1011.30
888597,24.87,1011.27
889407,24.87,1011.29
890218,24.87,1011.28
891028,24.87,1011.29
891839,24.87,1011.28
892649,24.87,1011.31
893460,24.87,1011.27
894270,24.87,1011.28
895081,24.87,1011.27
895894,24.87,1011.30
896705,24.87,1011.29
897515,24.87,1011.28
898325,24.87,1011.31
899136,24.87,1011.30
899946,24.87,1011.30
900757,24.87,1011.31
901567,24.87,1011.28
902377,24.87,1011.31
903188,24.87,1011.30
903998,24.87,1011.31
904809,24.87,1011.30
905619,24.87,1011.26
906429,24.87,1011.32
907240,24.87,1011.28
908050,24.87,1011.29
908861,24.87,1011.30
909671,24.87,1011.32
910481,24.87,1011.29
911292,24.87,1011.30
912102,24.87,1011.33
912913,24.87,1011.29
913723,24.87,1011.30
914537,24.87,1011.35
915347,24.87,1011.34
916158,24.87,1011.35
916969,24.87,1011.34
917780,24.87,1011.36
918590,24.87,1011.31
919401,24.87,1011.33
920212,24.87,1011.33
921022,24.87,1011.35
921833,24.87,1011.33
922644,24.87,1011.34
923454,24.87,1011.33
924265,24.87,1011.29
925076,24.87,1011.30
925887,24.87,1011.34
926697,24.87,1011.33
927508,24.87,1011.31
928319,24.87,1011.35
929130,24.87,1011.31
929940,24.87,1011.31
930751,24.87,1011.32
931562,24.87,1011.33
932373,24.87,1011.33
933187,24.87,1011.33
933997,24.87,1011.31
934808,24.87,1011.31
935619,24.87,1011.35
936430,24.87,1011.32
937241,24.87,1011.34
938052,24.87,1011.34
938863,24.87,1011.34
939673,24.87,1011.33
940484,24.87,1011.35
941295,24.87,1011.33
942106,24.87,1011.31
942917,24.87,1011.33
943728,24.87,1011.33
944539,24.87,1011.29
945349,24.87,1011.33
946160,24.87,1011.33
946971,24.87,1011.32
947782,24.87,1011.34
948592,24.87,1011.33
949403,24.87,1011.34
950214,24.87,1011.33
951025,24.87,1011.33
951838,24.87,1011.35
952649,24.87,1011.37
953460,24.87,1011.34
954271,24.87,1011.33
955081,24.87,1011.37
955892,24.87,1011.33
956703,24.87,1011.40
957514,24.87,1011.36
958324,24.87,1011.35
959135,24.87,1011.36
959946,24.87,1011.37
960757,24.87,1011.34
961567,24.87,1011.35
962378,24.87,1011.39
963189,24.87,1011.36
964000,24.87,1011.34
964810,24.87,1011.37
965621,24.87,1011.39
966432,24.87,1011.39
967243,24.87,1011.43
968054,24.87,1011.35
968864,24.87,1011.35
969675,24.87,1011.38
970486,24.87,1011.35
971300,24.87,1011.39
972111,24.87,1011.40
972921,24.87,1011.37
973732,24.87,1011.34
974543,24.87,1011.39
975354,24.87,1011.37
976165,24.87,1011.42
976976,24.87,1011.39
977787,24.87,1011.37
978597,24.87,1011.34
979408,24.87,1011.38
980219,24.87,1011.40
981030,24.87,1011.39
981840,24.87,1011.39
982651,24.87,1011.42
983462,24.87,1011.39
984273,24.87,1011.39
985084,24.87,1011.38
985895,24.87,1011.38
986705,24.87,1011.38
987516,24.87,1011.40
988327,24.87,1011.42
989138,24.87,1011.39
989952,24.87,1011.39
990763,24.87,1011.42
991574,24.87,1011.45
992384,24.87,1011.43
993195,24.87,1011.40
994006,24.87,1011.43
994817,24.87,1011.39
995628,24.87,1011.38
996439,24.87,1011.43
997250,24.87,1011.39
998060,24.87,1011.40
998871,24.87,1011.42
999682,24.87,1011.41
1000493,24.87,1011.42
1001304,24.87,1011.41
1002115,24.87,1011.44
1002926,24.87,1011.40
1003737,24.87,1011.42
1004547,24.87,1011.43
1005358,24.87,1011.42
1006169,24.87,1011.42
1006980,24.87,1011.43
1007791,24.87,1011.43
1008605,24.87,1011.41
1009416,24.87,1011.43
1010227,24.87,1011.44
1011037,24.87,1011.43
1011848,24.87,1011.47
1012659,24.87,1011.44
1013470,24.87,1011.44
1014281,24.87,1011.43
1015092,24.87,1011.42
1015903,24.87,1011.41
1016714,24.87,1011.45
1017524,24.87,1011.43
1018335,24.87,1011.43
1019146,24.87,1011.43
1019957,24.87,1011.43
1020768,24.87,1011.44
1021579,24.87,1011.40
1022390,24.87,1011.44
1023200,24.87,1011.44
1024011,24.87,1011.45
1024822,24.87,1011.44
1025633,24.87,1011.42
1026447,24.87,1011.45
1027258,24.87,1011.45
1028068,24.87,1011.43
1028879,24.87,1011.48
1029690,24.87,1011.45
1030501,24.87,1011.44
1031312,24.87,1011.46
1032123,24.87,1011.43
1032933,24.87,1011.41
1033744,24.87,1011.46
1034555,24.87,1011.44
1035366,24.87,1011.45
1036177,24.87,1011.46
1036988,24.87,1011.45
1037799,24.87,1011.47
1038610,24.87,1011.48
1039420,24.87,1011.44
1040231,24.87,1011.46
1041051,24.87,1011.45
1041862,24.87,1011.46
1042672,24.87,1011.47
1043483,24.87,1011.47
1044297,24.87,1011.47
1045107,24.87,1011.45
1045918,24.87,1011.49
1046729,24.87,1011.48
1047540,24.87,1011.45
1048350,24.87,1011.47
1049161,24.87,1011.48
1049972,24.87,1011.45
1050782,24.87,1011.43
1051593,24.87,1011.45
1052404,24.87,1011.46
1053214,24.87,1011.46
1054025,24.87,1011.44
1054836,24.87,1011.48
1055646,24.87,1011.47
1056457,24.87,1011.48
1057268,24.87,1011.48
1058078,24.87,1011.48
1058889,24.87,1011.47
1059700,24.87,1011.47
1060510,24.87,1011.51
1061321,24.87,1011.45
1062132,24.87,1011.47
1062946,24.87,1011.47
1063757,24.87,1011.51
1064568,24.87,1011.47
1065379,24.87,1011.49
1066190,24.87,1011.45
1067001,24.87,1011.49
1067812,24.87,1011.51
1068623,24.87,1011.48
1069434,24.87,1011.49
1070245,24.87,1011.47
1071056,24.87,1011.49
1071867,24.87,1011.49
1072678,24.87,1011.47
1073489,24.87,1011.48
1074300,24.87,1011.46
1075111,24.87,1011.50
1075922,24.87,1011.48
1076733,24.87,1011.49
1077544,24.87,1011.44
1078355,24.87,1011.47
1079166,24.87,1011.47
1079977,24.87,1011.48
1080791,24.87,1011.47
1081602,24.87,1011.49
1082413,24.87,1011.46
1083224,24.87,1011.51
1084036,24.87,1011.48
1084847,24.87,1011.48
1085658,24.87,1011.48
1086469,24.87,1011.50
1087280,24.87,1011.50
1088091,24.87,1011.48
1088903,24.87,1011.49
1089714,24.87,1011.48
1090525,24.87,1011.50
1091336,24.87,1011.46
1092147,24.87,1011.48
1092958,24.87,1011.50
1093769,24.87,1011.50
1094581,24.87,1011.49
1095392,24.87,1011.50
1096203,24.87,1011.47
1097014,24.87,1011.49
1097825,24.87,1011.51
1098639,24.87,1011.48
1099450,24.87,1011.48
1100261,24.87,1011.52
1101072,24.87,1011.51
1101883,24.87,1011.49
1102695,24.87,1011.52
1103506,24.87,1011.47
1104317,24.87,1011.49
1105128,24.87,1011.48
1105939,24.87,1011.50
1106750,24.87,1011.52
1107561,24.87,1011.48
1108372,24.87,1011.49
1109183,24.87,1011.51
1109994,24.87,1011.53
1110805,24.87,1011.50
1111616,24.87,1011.54
1112428,24.87,1011.49
1113239,24.87,1011.53
1114050,24.87,1011.51
1114861,24.87,1011.53
1115672,24.87,1011.51
1116486,24.87,1011.50
1117297,24.87,1011.50
1118108,24.87,1011.53
1118920,24.87,1011.52
1119731,24.87,1011.51
1120542,24.87,1011.53
1121353,24.87,1011.52
1122164,24.87,1011.53
1122975,24.87,1011.50
1123786,24.87,1011.54
1124597,24.87,1011.55
1125408,24.87,1011.52
1126220,24.87,1011.56
1127031,24.87,1011.53
1127842,24.87,1011.52
1128653,24.87,1011.54
1129464,24.87,1011.53
1130275,24.87,1011.52
1131086,24.87,1011.58
1131897,24.87,1011.51
1132708,24.87,1011.55
1133520,24.87,1011.53
1134331,24.87,1011.54
1135145,24.87,1011.54
1135956,24.87,1011.54
1136767,24.87,1011.52
1137579,24.87,1011.57
1138390,24.87,1011.53
1139201,24.87,1011.55
1140012,24.87,1011.54
