ms_since_boot,temp_C,press_Pa
304779,27.19,1130.73
305590,27.25,1132.09
306402,27.19,1132.95
307213,27.19,1133.56
308025,27.19,1134.10
308836,27.12,1134.52
309648,27.12,1135.02
310463,27.12,1135.46
311273,27.06,1135.70
312084,27.06,1135.92
312894,27.06,1136.09
313705,27.06,1136.29
314515,27.06,1136.36
315326,27.00,1136.44
316136,27.00,1136.53
316947,27.00,1136.58
317757,27.00,1136.71
318568,27.00,1136.76
319378,26.94,1136.82
320189,27.00,1136.89
320999,26.94,1136.92
321810,26.94,1137.01
322620,26.94,1136.98
323431,26.94,1137.01
324241,26.94,1137.07
325052,26.94,1137.05
325862,26.87,1137.10
326673,26.87,1137.12
327483,26.87,1137.12
328294,26.87,1137.16
329107,26.87,1137.14
329918,26.87,1137.16
330728,26.87,1137.17
331539,26.87,1137.19
332350,26.87,1137.20
333160,26.87,1137.23
333971,26.87,1137.22
334781,26.87,1137.20
335592,26.87,1137.21
336403,26.81,1137.22
337213,26.81,1137.22
338024,26.81,1137.22
338834,26.81,1137.24
339645,26.81,1137.28
340456,26.81,1137.24
341266,26.81,1137.25
342077,26.81,1137.26
342887,26.81,1137.23
343698,26.81,1137.24
344508,26.81,1137.24
345319,26.81,1137.28
346130,26.81,1137.24
346940,26.81,1137.28
347751,26.75,1137.28
348564,26.81,1137.27
349375,26.81,1137.27
350186,26.75,1137.29
350996,26.75,1137.27
351807,26.75,1137.27
352617,26.75,1137.31
353428,26.75,1137.27
354239,26.75,1137.28
355049,26.75,1137.29
355860,26.75,1137.27
356670,26.75,1137.31
357481,26.75,1137.28
358292,26.75,1137.28
359102,26.75,1137.25
359913,26.75,1137.30
360723,26.75,1137.29
361534,26.75,1137.31
362345,26.75,1137.31
363155,26.75,1137.30
363966,26.75,1137.28
364776,26.75,1137.30
365587,26.75,1137.28
366397,26.75,1137.28
367211,26.69,1137.30
368022,26.75,1137.25
368832,26.69,1137.30
369643,26.69,1137.29
370453,26.75,1137.31
371264,26.69,1137.27
372075,26.69,1137.30
372885,26.69,1137.29
373696,26.69,1137.30
374506,26.69,1137.27
375317,26.69,1137.25
376127,26.69,1137.30
376938,26.69,1137.31
377749,26.69,1137.29
378559,26.69,1137.30
379370,26.69,1137.28
380180,26.69,1137.28
380991,26.69,1137.27
381802,26.69,1137.32
382612,26.69,1137.31
383423,26.69,1137.28
384233,26.69,1137.29
385044,26.69,1137.30
385858,26.69,1137.30
386668,26.69,1137.31
387479,26.69,1137.31
388289,26.69,1137.30
389100,26.69,1137.30
389911,26.69,1137.29
390721,26.69,1137.33
391532,26.69,1137.26
392342,26.69,1137.29
393153,26.69,1137.30
393963,26.69,1137.24
394774,26.69,1137.29
395585,26.69,1137.29
396395,26.69,1137.28
397206,26.69,1137.27
398016,26.69,1137.30
398827,26.69,1137.26
399638,26.62,1137.30
400448,26.69,1137.26
401259,26.62,1137.25
402069,26.62,1137.27
402880,26.62,1137.24
403691,26.62,1137.25
404501,26.62,1137.30
405309,26.62,1137.24
406120,26.62,1137.27
406930,26.62,1137.28
407741,26.62,1137.26
408552,26.62,1137.22
409362,26.62,1137.27
410173,26.62,1137.28
410983,26.62,1137.24
411794,26.62,1137.29
412605,26.62,1137.24
413416,26.62,1137.25
414226,26.62,1137.27
415037,26.62,1137.24
415847,26.62,1137.26
416657,26.62,1137.23
417468,26.62,1137.24
418279,26.62,1137.26
419089,26.62,1137.24
419900,26.62,1137.24
420710,26.62,1137.21
421521,26.62,1137.25
422331,26.62,1137.25
423142,26.62,1137.23
423955,26.62,1137.24
424766,26.62,1137.20
425576,26.62,1137.27
426387,26.62,1137.23
427198,26.62,1137.22
428008,26.62,1137.23
428819,26.62,1137.22
429629,26.62,1137.23
430440,26.62,1137.20
431250,26.62,1137.26
432061,26.62,1137.22
432872,26.62,1137.24
433682,26.62,1137.21
434493,26.62,1137.24
435303,26.56,1137.22
436114,26.56,1137.21
436925,26.62,1137.22
437735,26.62,1137.23
438546,26.62,1137.21
439356,26.62,1137.24
440167,26.56,1137.20
440978,26.56,1137.21
441788,26.62,1137.19
442602,26.56,1137.23
443412,26.62,1137.18
444223,26.62,1137.20
445033,26.56,1137.22
445844,26.56,1137.21
446654,26.56,1137.20
447465,26.56,1137.22
448275,26.56,1137.19
449086,26.62,1137.19
449896,26.56,1137.21
450707,26.56,1137.17
451517,26.56,1137.21
452328,26.56,1137.24
453138,26.56,1137.20
453949,26.56,1137.18
454759,26.56,1137.19
455570,26.56,1137.16
456380,26.56,1137.19
457191,26.56,1137.21
458001,26.56,1137.17
458812,26.56,1137.15
459622,26.56,1137.16
460433,26.56,1137.22
461246,26.56,1137.16
462057,26.56,1137.16
462868,26.56,1137.17
463679,26.56,1137.16
464489,26.56,1137.17
465300,26.56,1137.14
466111,26.56,1137.18
466922,26.56,1137.17
467733,26.56,1137.12
468543,26.56,1137.17
469354,26.56,1137.14
470165,26.56,1137.18
470976,26.56,1137.16
471787,26.56,1137.12
472597,26.56,1137.13
473408,26.56,1137.13
474219,26.56,1137.10
475030,26.56,1137.13
475841,26.56,1137.17
476651,26.56,1137.15
477462,26.56,1137.15
478273,26.56,1137.14
479084,26.56,1137.14
479895,26.56,1137.13
480708,26.56,1137.14
481519,26.56,1137.18
482330,26.56,1137.12
483141,26.56,1137.13
483952,26.56,1137.13
484763,26.56,1137.10
485574,26.56,1137.12
486384,26.56,1137.13
487195,26.56,1137.14
488006,26.56,1137.13
488817,26.56,1137.13
489628,26.56,1137.17
490439,26.56,1137.12
491250,26.56,1137.09
492060,26.56,1137.12
492871,26.56,1137.12
493682,26.56,1137.07
494493,26.56,1137.07
495304,26.56,1137.12
496115,26.56,1137.11
496925,26.56,1137.13
497736,26.56,1137.14
498547,26.56,1137.11
499361,26.56,1137.10
500172,26.50,1137.09
500983,26.56,1137.09
501794,26.56,1137.08
502605,26.56,1137.06
503415,26.56,1137.09
504226,26.56,1137.09
505037,26.56,1137.12
505848,26.50,1137.12
506659,26.56,1137.11
507470,26.50,1137.07
508281,26.50,1137.10
509092,26.56,1137.11
509902,26.56,1137.06
510713,26.56,1137.03
511524,26.56,1137.09
512335,26.56,1137.07
513146,26.50,1137.10
513957,26.50,1137.07
514768,26.50,1137.07
515578,26.50,1137.05
516389,26.50,1137.08
517200,26.56,1137.07
518014,26.50,1137.04
518825,26.50,1137.07
519636,26.50,1137.05
520447,26.50,1137.03
521257,26.50,1137.08
522068,26.50,1137.08
522879,26.56,1137.03
523690,26.50,1137.07
524501,26.50,1137.06
525312,26.50,1137.01
526123,26.50,1137.04
526933,26.50,1137.07
527744,26.50,1137.04
528555,26.50,1137.07
529366,26.50,1137.05
530177,26.50,1137.02
530988,26.50,1137.05
531799,26.50,1137.02
532609,26.50,1137.04
533420,26.50,1137.06
534231,26.50,1137.02
535042,26.50,1137.04
535853,26.50,1137.02
536667,26.50,1137.01
537478,26.50,1137.01
538288,26.50,1137.00
539099,26.50,1136.99
539910,26.50,1137.01
540721,26.50,1136.98
541532,26.50,1137.01
542343,26.50,1137.05
543154,26.50,1137.02
543964,26.50,1137.03
544775,26.50,1137.00
545586,26.50,1136.99
546397,26.50,1137.01
547208,26.50,1136.99
548019,26.50,1136.96
548829,26.50,1136.98
549640,26.50,1136.94
550451,26.50,1136.99
551262,26.50,1137.01
552073,26.50,1136.97
552884,26.50,1136.95
553695,26.50,1137.03
554505,26.50,1137.01
555316,26.50,1137.01
556130,26.50,1137.02
556941,26.50,1137.02
557752,26.50,1136.98
558563,26.50,1136.98
559374,26.50,1136.97
560185,26.50,1136.98
560995,26.50,1136.96
561806,26.50,1136.97
562617,26.50,1136.97
563428,26.50,1136.99
564239,26.50,1136.98
565050,26.50,1136.91
565861,26.50,1136.99
566672,26.50,1136.95
567482,26.50,1136.95
568293,26.50,1136.98
569104,26.50,1088.43
569915,26.50,1004.53
570726,26.44,1008.66
571536,26.44,1012.26
572347,26.44,1015.31
573158,26.44,1008.17
573969,26.37,1004.79
574783,26.37,1004.53
575594,26.37,1004.46
576404,26.37,1004.40
577215,26.37,1004.37
578026,26.37,1004.35
578837,26.31,1004.34
579648,26.37,1004.35
580459,26.31,1004.34
581270,26.31,1004.32
582080,26.31,1004.31
582891,26.31,1004.33
583702,26.31,1004.31
584513,26.31,1004.29
585324,26.31,1004.32
586135,26.31,1004.26
586946,26.31,1004.27
587757,26.31,1004.28
588567,26.31,1004.26
589378,26.31,1004.33
590189,26.31,1004.28
591000,26.31,1004.27
591811,26.31,1004.28
592622,26.31,1004.31
593436,26.25,1004.27
594246,26.31,1004.30
595057,26.31,1004.29
595868,26.31,1004.30
596679,26.31,1004.27
597490,26.31,1004.30
598300,26.31,1004.28
599111,26.31,1004.28
599922,26.31,1004.28
600733,26.31,1004.27
601544,26.31,1004.28
602354,26.31,1004.28
603165,26.31,1004.29
603976,26.31,1004.29
604787,26.31,1004.28
605598,26.31,1004.30
606408,26.31,1004.31
607219,26.25,1004.28
608030,26.31,1004.26
608841,26.31,1004.30
609652,26.31,1004.28
610462,26.31,1004.28
611273,26.31,1004.26
612084,26.31,1004.28
612892,26.31,1004.26
613704,26.31,1004.27
614515,26.31,1004.27
615326,26.31,1004.29
616137,26.31,1004.28
616948,26.31,1004.29
617759,26.31,1004.27
618570,26.31,1004.33
619381,26.31,1004.28
620192,26.31,1004.33
621003,26.31,1004.30
621814,26.31,1004.26
622625,26.31,1004.29
623437,26.31,1004.29
624248,26.31,1004.31
